avg_degree,clus_coeff,density,avg_dist,asso
14.903926482873851,0.03510509945810022,0.012461476992369441,1.9991757543244957,-0.7081377296539738
15.93873643905552,0.028020697411835,0.01017799261753226,2.0019568674146937,-0.7490615269934021
16.459251665812403,0.02289878960684419,0.008440641879903796,2.004675051584329,-0.7684664177563719
17.094076655052266,0.020798906680268944,0.007448399413966129,2.004703832752613,-0.7913595479363226
17.76484105706626,0.018375962616931467,0.006806452512285923,2.0052416023572537,-0.8126641718253594
18.068872383524646,0.016238989615916286,0.006102287194706061,2.0052270787398,-0.822387745116085
18.308481738605494,0.014610864134953251,0.0055279232302552815,2.0060823924490117,-0.8314884651689431
18.89935879565096,0.01346803429518812,0.005270317567108467,2.004925918422338,-0.8467571562272246
19.291452111225542,0.012383671354814737,0.004968182361891719,2.0049801174572517,-0.8566647715624556
20.04494382022472,0.012442866133682376,0.004897372054782487,2.00551515324399,-0.8169888621633046
20.904616826810404,0.01284515205126332,0.004900285238352181,2.0051551879682394,-0.7701274357870332
21.830047586675732,0.013211321932720363,0.004947880232700755,2.0049953374795764,-0.7437870411175871
22.7011847301448,0.013424206253109663,0.0049816073579426814,2.0049836294268024,-0.7297426761826277
23.523606975754998,0.013807808310267934,0.005003958088865134,2.004745182590996,-0.7217455136921839
24.352430196483972,0.013836938374127215,0.005037738973207276,2.0044638994985107,-0.7216909207702358
24.911230799920208,0.014256821787149095,0.004970317398228293,2.004273087896449,-0.7224014512194386
25.604344453064392,0.01425612821374236,0.004966895141234605,2.0040811642797105,-0.7272338739069965
26.11221617564271,0.014276901121519437,0.004900941474407416,2.0042998055289294,-0.731836503366506
26.797581974720647,0.0142541846352518,0.004909780501048121,2.003743083370884,-0.7396377690022983
27.4854890720172,0.014435608201311652,0.004924832301024404,2.0037166074612958,-0.7485770568439468
28.060118839566584,0.01448999521467221,0.004904757706618875,2.0036309747790493,-0.7566579395045642
28.968042839868716,0.014876669806328782,0.005004844996521892,2.0032528388623514,-0.7418343534390831
29.936986301369863,0.015437633571835136,0.0051270742081469195,2.0029013693938023,-0.7229332109365727
30.795058385513624,0.0159001358614661,0.005212433714541913,2.0028746184658246,-0.7084688825978493
31.75549958018472,0.0164975397089942,0.0053334732247538996,2.0025094715799017,-0.6963617835321069
32.67399267399267,0.016985886951615584,0.005441131169690703,2.0023476939380354,-0.687001323877395
33.47753086419753,0.01728657610261996,0.005511611930226792,2.002218130031396,-0.6815172985916506
34.30769230769231,0.017622154568819288,0.005592125885524418,2.0021275962720577,-0.6776159749433628
35.14419505893751,0.01810120341566387,0.005675742096081639,2.001954465552714,-0.6766684200463987
35.87360357484839,0.018538427846042312,0.00572603409015936,2.0018933939330794,-0.6762385913197826
36.56890570797856,0.01881188575309391,0.005767056569622861,2.001510246695841,-0.6769656716547542
37.37001719556042,0.01933454647999651,0.005842716884859353,2.0013926360689513,-0.6796740363552631
38.13382899628253,0.019698397019719916,0.005907641982383041,2.0011481642521813,-0.6832003331385847
38.836118350452246,0.020116412862391957,0.005954633295070875,2.001236348931244,-0.6791107590835366
39.74729131695407,0.020645033652631827,0.006066436403686519,2.000884960369166,-0.672444905358926
40.6378132118451,0.02137389754824591,0.006172207352953387,2.0007029765908197,-0.6654495520447928
41.51972192836633,0.02209038885891396,0.006275653253985237,2.0004998849652402,-0.657826454113413
42.37402285027059,0.02279011064426449,0.006371075454859509,2.0004833818885084,-0.6526765437912809
43.18063648588077,0.023381995746486247,0.006452575685278059,2.000509136549601,-0.6490148088804951
43.92524473450015,0.024022858240311893,0.006516131840157269,2.0003899856851226,-0.645192327632536
44.66568483063328,0.024536826972414244,0.006579125766774677,2.0003019698980267,-0.6430973667768769
45.375822248209325,0.025355774568225277,0.006633892141551071,2.0001108298690986,-0.6420735353284605
46.10890082764629,0.025807579120972306,0.006696035554406955,2.0000220563976607,-0.6425117345063145
46.89989888776542,0.026319286709594623,0.006775483803491103,1.999891195940252,-0.6436155321267847
47.66901307283436,0.0269386783117152,0.006848996131154362,1.9998092409764088,-0.645733577817562
48.49213161659514,0.027289996207995364,0.006938350496007317,1.9996251211028326,-0.649299569941059
49.33656450463293,0.027771882021293385,0.007034012618282425,1.9993945110491775,-0.6449311440725023
50.16787388155092,0.02844122506110785,0.0071261184490839374,1.9993581022194677,-0.6435566405076727
