avg_degree,clus_coeff,density,avg_dist,asso
0.0,0.0,1.0,0.08058990765244217,0.026666949401398913
0.05787600585775649,0.007099338134241232,0.7894721942854662,0.0,0.16711814826160576
0.1576902416761995,0.02247083462528585,0.8803047253577254,0.04211702791673673,0.05432009963608728
0.15528634875617014,0.019888186383221623,0.5829181565474026,0.12165513796857341,0.0
0.22665897950088687,0.0466000338082776,0.6211287420629998,0.19310043710629263,0.1808325595470559
0.24208808947004032,0.05621760240216655,0.4911289756803894,0.20184147062092272,0.20671355715993522
0.26441501772971737,0.0654181271049543,0.41170554805047244,0.20350852507282982,0.2382043486563705
0.32704360211767797,0.10451285338022402,0.45648019999831024,0.20553008632167602,0.3051604834600512
0.3536207450918993,0.10299326850279204,0.41147082960362685,0.17590398153442527,0.26681101939518936
0.41468937567281117,0.1286701633723243,0.4590308424971966,0.1589218263474978,0.3384834472539697
0.4477480838469495,0.14970863292019126,0.44159104915518954,0.20413249129891006,0.39776093860289224
0.47225116758857977,0.1792801620005774,0.4101250898930736,0.269075351167076,0.43817190566181513
0.5105153643710821,0.19966302638789,0.41344581694615845,0.2786887000757548,0.4406050675697714
0.5526158369794889,0.2310114612558407,0.42709839579312897,0.28996887095662616,0.47386610774334736
0.6030025582715953,0.27201522766244585,0.4591524826003842,0.3000591260373464,0.49248031714685664
0.6330621481704309,0.30965007002009537,0.45127354907085215,0.30607018093718746,0.5192961443913484
0.6876082120654134,0.3830180518834501,0.49317132303958516,0.31632534439747506,0.5402922075695584
0.7137521252836722,0.419686813532911,0.48077199394523834,0.32606779449528084,0.5647100134074629
0.7522525898630145,0.4574846847545994,0.4934520887683842,0.33919561926015257,0.577882704449513
0.7662345940306159,0.46747981279525996,0.4626046490504882,0.33986221613770684,0.5641730061320801
0.7798878805890365,0.5037747664645666,0.4341869970339982,0.3513672784967112,0.589528601566241
0.8055414530098184,0.5413748974299595,0.42861680304564714,0.3633548775687177,0.607390325547414
0.8469417986772045,0.6013491184067037,0.4504650789679251,0.37420082056296067,0.6167081192200987
0.8654762042902294,0.6348115717585092,0.4350747341799079,0.4157623803908645,0.6295165314706122
0.8739514647742321,0.6583697789196694,0.4053259761334701,0.4468463444258442,0.6534595512593461
0.8767258711112703,0.6826286727381484,0.3691291390451726,0.47126527777636695,0.6662979306117491
0.895266519021364,0.7374725905359837,0.358795165852434,0.47706771335282216,0.6711182838140035
0.9139259228333954,0.7766697442570237,0.3496794093836076,0.4930076424932009,0.6814282543991381
0.9230742192381185,0.8057063603639592,0.327983505482506,0.5103245765163891,0.7002057750210511
0.9449743078446434,0.8440486200439067,0.325418283804075,0.5241859634524759,0.7128783409984055
0.9426802115732723,0.8748697133216427,0.2905888582028951,0.5542321105607927,0.7293053589830121
0.9378569204706515,0.8753065201391068,0.25454605451769907,0.5810180922573362,0.7470425905133282
0.9603355085630583,0.9155630787310015,0.25535291898762646,0.591564011424261,0.7611014633531387
0.9618216216304781,0.9213669435691443,0.23012757760477928,0.6165811329173809,0.7816813769016545
0.9858482345118873,0.9449769796803807,0.23390594180724691,0.6275081956780011,0.7962649013663761
0.9779316884997974,0.9537724250830979,0.19935388122199843,0.664737927944593,0.8151690951460847
0.970998254138108,0.9582556345434697,0.16778393087820626,0.7025908632747334,0.8333993052504264
0.9721343781790489,0.9651467957659124,0.14694625561910615,0.721509284981626,0.8480718014158911
0.9774346082602178,0.9871713663219231,0.13173938504381208,0.7478213008493487,0.8638045126123793
0.9713234133622108,0.988304154814143,0.10496738191314617,0.793003011892861,0.8820047049051567
0.9736244986890026,0.9901587785820032,0.08830363651443435,0.8107524766854883,0.8983890701182043
0.9717596210165851,0.9940032561288263,0.06812850864628474,0.8367526285790505,0.9143325332068685
0.9762996015782093,0.9954001056788498,0.055293311016687316,0.8640258031887204,0.9301778650595122
0.9797208313346564,0.9965863812309641,0.04193187941453561,0.8863681503184814,0.9451179519054332
0.9822210968957973,0.9978531556076694,0.028262042836053287,0.9168274557365064,0.9599722080825576
0.9882738818798807,0.9987149807157019,0.018542986992902823,0.9396503622807428,0.9739687178737796
0.9938968860225212,0.9995129459573919,0.008845627105592549,0.9687839766895175,0.9871785358906385
1.0,1.0,0.0,1.0,1.0
