avg_degree,clus_coeff,density,avg_dist,asso,count_random,percent_random,count_unique,percent_unique
0.0,1.0,1.0,0.0,0.6921393646594427,74,6.260575296108291,48,4.010025062656641
0.029344699970273017,0.6882061279748157,0.6981157197475844,0.4026724782823223,0.501433546203725,62,3.979460847240052,49,3.1269942565411615
0.0441052490623015,0.4627842142769619,0.4684321349792983,0.7962335887141523,0.4110063176574004,58,2.983539094650206,54,2.7678113787801126
0.062107345709702895,0.37036559881715264,0.3372543586098704,0.8004007635053195,0.30432381476624104,42,1.834862385321101,42,1.8292682926829267
0.08112859691651356,0.2637286369006997,0.2523868287465162,0.8782634797712245,0.20504378701242434,58,2.227342549923195,36,1.378782075833014
0.08975018777306615,0.16967763837626368,0.15929381597235706,0.876160630716194,0.15973171620575455,59,1.9945909398242054,33,1.1141120864280891
0.09654492780519984,0.09802168992258306,0.08336097670188433,1.0,0.1173221555332279,55,1.663641863278887,36,1.0866284334440086
0.11330076771062218,0.047724242307488875,0.04930464548062631,0.8325561574496282,0.046169710884313576,50,1.3962580284836636,38,1.0593810984109284
0.12441958294539339,0.0,0.009361359697347194,0.8404035404942813,0.0,59,1.520226745684102,42,1.0813594232749741
0.14578677988680686,0.0026052402427591947,0.0,0.9178704320690716,0.18489063251347085,207,5.058651026392962,156,3.810454323400098
0.1701650208382987,0.02031037372962722,0.0003851326222640777,0.8657516922044914,0.4032659361776548,343,8.049753578972073,228,5.343332552144363
0.19640799214842622,0.03642599286203971,0.006677350239720613,0.8426072207871079,0.5260127693275604,419,9.501133786848072,245,5.55177883525946
0.22111132821062066,0.04579531240575789,0.011136189126834926,0.840912032395466,0.5914598266325712,471,10.33574720210665,266,5.835892935498026
0.2444332279489651,0.06267814456817832,0.014091030592794667,0.8063877339585547,0.6287267841784214,447,9.508615188257817,259,5.508294342832837
0.26793664381329535,0.0639601970750394,0.01855697661296164,0.76566124917477,0.6289811884257998,461,9.542537776857793,264,5.460186142709411
0.28378287330991714,0.08243981953156826,0.009643618649885709,0.7380339725430091,0.6256701005096651,414,8.263473053892216,232,4.627967285058847
0.30343789506083396,0.08240929445173692,0.0091911848164149,0.7102456892597947,0.6031509018118744,404,7.838571982925884,248,4.809930178432894
0.31783990504674303,0.08332353750383066,0.0004718892260724488,0.741902371610473,0.5817025447387518,399,7.492957746478873,197,3.696753612310002
0.3372752164521714,0.08232375500053142,0.0016404381441054525,0.6612955484342001,0.5453484709531586,387,7.091808686091258,220,4.0300421322586555
0.35678259291004233,0.09030844527770719,0.003630336499625132,0.6574621479995829,0.5036911880252531,372,6.666666666666667,222,3.977069150841992
0.373077699100308,0.09270208942337128,0.000976407902498549,0.6450635423823985,0.4660340925984587,334,5.838140185282293,258,4.508912967493883
0.3988242211795745,0.1097201478789778,0.014208282754693036,0.5903139073384478,0.5351123379435626,488,8.429780618414235,416,7.186042494385904
0.42630110714888314,0.13440890260673363,0.030367393797383017,0.5394252604725359,0.623192088236348,637,10.907534246575343,546,9.349315068493151
0.4506339498236641,0.1547642379988821,0.041652206356081405,0.535552040608489,0.690596184473303,811,13.72482653579286,661,11.186325943476055
0.4778697321316631,0.18105676876818333,0.057654034888433764,0.4826830645104371,0.7470155391413595,903,15.163727959697734,745,12.510495382031905
0.5039159680627663,0.20254957460774106,0.07188677568527788,0.45925956396650935,0.7906354922157945,999,16.636136552872607,825,13.736263736263737
0.5267023618014038,0.21578330048260788,0.08120456822221916,0.44050023355081463,0.8161911737151291,1046,17.218106995884774,874,14.386831275720164
0.5502437264169238,0.23055255110690312,0.09184878270125725,0.4273920095920631,0.8343714298931292,1127,18.36701434159061,954,15.547588005215124
0.5739649151366129,0.25163612229208376,0.102903125713042,0.4023247169060598,0.8387870570808622,1226,19.79654448570967,1057,17.067657032133056
0.5946491711464276,0.27087894577971566,0.1095518957251836,0.3934822643938926,0.8407900686397659,1267,20.22346368715084,1068,17.044366421959783
0.6143662528806254,0.2829141887146462,0.11497520486777037,0.33800704905313617,0.8374018578827396,1348,21.25847658098092,1066,16.808577735730054
0.6370838312199102,0.30591717622611436,0.12497775187905348,0.3209784130120513,0.8247808173032647,1369,21.404002501563475,1160,18.13350007816164
0.6587436809266609,0.3219307180716991,0.13356106716346575,0.28558176816653297,0.8083481947730675,1422,22.02602230483271,1142,17.688971499380422
0.6786589032989601,0.34032814629548214,0.13977347604403642,0.29834987291919873,0.8274057020917206,1508,23.121741796994787,1263,19.362256630384792
0.7044975581778522,0.3635934440503989,0.15455422135867117,0.2474729403591245,0.8584687307670482,1575,24.034793224477337,1362,20.784373569357545
0.7297505987641264,0.39567170481380093,0.16853749500963275,0.22112382881376147,0.8910672349599467,1649,25.041761579347,1414,21.473044798785118
0.7547593905068886,0.42720543180539117,0.18221338949885582,0.1917185491511971,0.9265910432251986,1761,26.613268852954512,1481,22.381743992745957
0.7789852921691712,0.45800110988380177,0.1948285239611115,0.18932909766491401,0.9505897414596246,1783,26.80396873120866,1550,23.301262778111845
0.8018588980786571,0.48405075339789805,0.20560312731352737,0.1930580697969923,0.9676535087180087,1942,29.015389212610188,1616,24.14462871656955
0.8229741816344428,0.5122559564737108,0.2140054637966441,0.17580642546145014,0.9854663575325382,2006,29.75378226045684,1688,25.037080984870958
0.8439712664974072,0.5348763978370789,0.222333471821015,0.1630627742799125,0.995228922362421,2016,29.69509500662837,1735,25.552282768777612
0.8641090409089776,0.5709193609857118,0.22957376994330222,0.13538794529914033,1.0,2026,29.615553281683965,1756,25.668761876918577
0.8848973710170376,0.590803874876883,0.23778933720058412,0.12253459033288508,0.9979579819495694,2064,29.969507768259042,1816,26.368520400755045
0.9073281570880491,0.6133248003352756,0.2482926617498458,0.10358753460918706,0.9928142601469391,2082,30.078012135221034,1842,26.606962299581106
