count,unique,nodes_num,top10,top10_20,mid,last,precision_10,recall_10,precision_20,recall_20
150,23.510971786833856,638,29,20,8,3,0.4603174603174603,0.19333333333333333,0.3858267716535433,0.32666666666666666
181,20.709382151029747,874,36,16,16,1,0.41379310344827586,0.19889502762430938,0.2988505747126437,0.287292817679558
190,16.695957820738137,1138,44,23,11,0,0.3893805309734513,0.23157894736842105,0.29515418502202645,0.3526315789473684
225,17.77251184834123,1266,51,32,21,0,0.40476190476190477,0.22666666666666666,0.32806324110671936,0.3688888888888889
263,17.84260515603799,1474,59,44,20,0,0.4013605442176871,0.22433460076045628,0.35034013605442177,0.3916349809885932
304,18.04154302670623,1685,69,50,26,0,0.4107142857142857,0.22697368421052633,0.35311572700296734,0.39144736842105265
335,17.603783499737258,1903,70,62,31,1,0.3684210526315789,0.208955223880597,0.3473684210526316,0.3940298507462687
336,15.901561760530052,2113,76,58,28,1,0.36018957345971564,0.2261904761904762,0.3175355450236967,0.39880952380952384
344,14.162206669411281,2429,80,65,31,1,0.3305785123966942,0.23255813953488372,0.29896907216494845,0.42151162790697677
399,15.363881401617252,2597,82,73,34,3,0.3166023166023166,0.20551378446115287,0.29865125240847784,0.38847117794486213
434,15.776081424936386,2751,86,79,42,3,0.31272727272727274,0.19815668202764977,0.3,0.38018433179723504
448,15.048706751763522,2977,96,84,40,2,0.32323232323232326,0.21428571428571427,0.3025210084033613,0.4017857142857143
472,15.319701395650762,3081,102,85,43,2,0.33116883116883117,0.21610169491525424,0.30357142857142855,0.3961864406779661
503,15.611421477343265,3222,109,87,47,2,0.3385093167701863,0.21669980119284293,0.30434782608695654,0.38966202783300197
511,14.911000875401225,3427,113,89,50,2,0.3304093567251462,0.22113502935420742,0.2948905109489051,0.3953033268101761
547,15.027472527472527,3640,115,97,56,3,0.3159340659340659,0.21023765996343693,0.29120879120879123,0.3875685557586837
586,15.502645502645503,3780,119,101,58,3,0.3148148148148148,0.2030716723549488,0.291005291005291,0.37542662116040953
595,14.789957742977878,4023,131,101,58,3,0.32587064676616917,0.22016806722689075,0.2885572139303483,0.3899159663865546
609,14.205738278516444,4287,136,107,57,3,0.3177570093457944,0.2233169129720854,0.28354725787631274,0.39901477832512317
624,13.866666666666665,4500,142,111,64,3,0.31555555555555553,0.22756410256410256,0.2811111111111111,0.40544871794871795
670,14.42411194833154,4645,147,113,72,4,0.3168103448275862,0.21940298507462686,0.2798708288482239,0.3880597014925373
676,13.659325116185089,4949,155,110,72,6,0.31376518218623484,0.22928994082840237,0.2679474216380182,0.39201183431952663
689,13.224568138195778,5210,160,113,73,6,0.30710172744721687,0.23222060957910015,0.2619961612284069,0.39622641509433965
697,12.66812068338786,5502,166,113,76,5,0.3018181818181818,0.2381635581061693,0.25363636363636366,0.40028694404591103
695,12.186568472733649,5703,165,114,74,5,0.2894736842105263,0.23741007194244604,0.24473684210526317,0.4014388489208633
712,11.864689218463589,6001,174,117,74,6,0.29,0.2443820224719101,0.2425,0.40870786516853935
731,11.551833122629583,6328,179,117,72,5,0.28322784810126583,0.2448700410396717,0.2339920948616601,0.4049247606019152
746,11.333941051352173,6582,182,117,77,5,0.2765957446808511,0.24396782841823056,0.22720364741641338,0.4008042895442359
744,10.84864391951006,6858,185,116,77,5,0.27007299270072993,0.24865591397849462,0.21954777534646244,0.40456989247311825
751,10.57150900900901,7104,188,120,78,6,0.2647887323943662,0.25033288948069243,0.21690140845070421,0.41011984021304926
753,10.236541598694943,7356,194,120,78,8,0.2639455782312925,0.25763612217795484,0.21346023113528212,0.4169986719787517
775,10.080645161290322,7688,199,121,80,5,0.2591145833333333,0.2567741935483871,0.20819778789850357,0.4129032258064516
783,9.8801261829653,7925,198,123,80,5,0.25,0.25287356321839083,0.2025236593059937,0.4099616858237548
802,9.823615874571288,8164,205,125,85,4,0.2512254901960784,0.25561097256857856,0.20220588235294118,0.4114713216957606
803,9.501834102473081,8451,209,125,83,3,0.24733727810650888,0.2602739726027397,0.19763313609467456,0.41594022415940224
808,9.284154889118696,8703,216,124,84,3,0.2482758620689655,0.26732673267326734,0.19540229885057472,0.4207920792079208
825,9.322033898305085,8850,223,126,88,3,0.2519774011299435,0.2703030303030303,0.19717514124293786,0.42303030303030303
828,9.131010145566828,9068,221,132,87,3,0.24392935982339956,0.2669082125603865,0.1947049089906233,0.42632850241545894
840,9.037116729424422,9295,227,134,88,3,0.24434876210979548,0.2702380952380952,0.19419042495965572,0.4297619047619048
851,8.95224069009047,9506,231,136,86,3,0.2431578947368421,0.27144535840188017,0.19305628616517623,0.4312573443008226
866,8.855711217915943,9779,241,139,86,3,0.24667349027635618,0.27829099307159355,0.19437340153452684,0.4387990762124711
889,9.018056400892677,9858,242,146,91,4,0.24568527918781727,0.2722159730033746,0.19685438863521054,0.4364454443194601
893,8.862643906312028,10076,248,147,90,4,0.24627606752730885,0.2777155655095185,0.19602977667493796,0.4423292273236282
912,8.934169278996865,10208,251,158,86,4,0.246078431372549,0.27521929824561403,0.20039196472317491,0.44846491228070173
939,9.116504854368932,10300,263,154,90,4,0.25533980582524274,0.28008519701810436,0.20242718446601943,0.4440894568690096
937,8.963933798909403,10453,256,166,91,4,0.24497607655502393,0.27321237993596587,0.20191387559808613,0.4503735325506937
946,8.857677902621724,10680,260,158,92,4,0.24344569288389514,0.2748414376321353,0.1956928838951311,0.4418604651162791
944,8.698055837095733,10853,260,156,91,4,0.23963133640552994,0.2754237288135593,0.19170506912442398,0.4406779661016949
