count,unique,nodes_num,top10,top10_20,mid,last,precision_10,recall_10,precision_20,recall_20
25,6.188118811881188,404,20,5,0,0,0.5,0.8,0.3125,1.0
26,4.779411764705882,544,25,1,0,0,0.46296296296296297,0.9615384615384616,0.24074074074074073,1.0
38,5.621301775147929,676,37,1,0,0,0.5522388059701493,0.9736842105263158,0.2814814814814815,1.0
44,5.398773006134969,815,44,0,0,0,0.5432098765432098,1.0,0.26993865030674846,1.0
46,4.847207586933614,949,46,0,0,0,0.48936170212765956,1.0,0.24338624338624337,1.0
51,4.739776951672862,1076,51,0,0,0,0.4766355140186916,1.0,0.2372093023255814,1.0
48,3.9408866995073892,1218,47,0,0,0,0.3884297520661157,0.9791666666666666,0.1934156378600823,0.9791666666666666
53,3.911439114391144,1355,52,0,1,0,0.3851851851851852,0.9811320754716981,0.1918819188191882,0.9811320754716981
56,3.7710437710437708,1485,53,0,2,0,0.3581081081081081,0.9464285714285714,0.17845117845117844,0.9464285714285714
54,3.339517625231911,1617,53,0,1,0,0.32919254658385094,0.9814814814814815,0.16408668730650156,0.9814814814814815
58,3.3218785796105386,1746,57,0,1,0,0.3275862068965517,0.9827586206896551,0.16332378223495703,0.9827586206896551
63,3.3653846153846154,1872,62,0,0,0,0.3315508021390374,0.9841269841269841,0.1657754010695187,0.9841269841269841
69,3.451725862931466,1999,67,1,0,0,0.33668341708542715,0.9710144927536232,0.17042606516290726,0.9855072463768116
67,3.139643861293346,2134,65,1,0,0,0.3051643192488263,0.9701492537313433,0.15492957746478872,0.9850746268656716
74,3.2830523513753325,2254,72,1,0,0,0.32,0.972972972972973,0.1622222222222222,0.9864864864864865
80,3.3486814566764336,2389,78,1,0,0,0.3277310924369748,0.975,0.16561844863731656,0.9875
77,3.0665073675826364,2511,75,1,0,0,0.29880478087649404,0.974025974025974,0.15139442231075698,0.987012987012987
82,3.1131359149582387,2634,81,1,0,0,0.30798479087452474,0.9878048780487805,0.155893536121673,1.0
84,3.0456852791878175,2758,83,1,0,0,0.3018181818181818,0.9880952380952381,0.15245009074410162,1.0
89,3.0753282653766414,2894,89,0,0,0,0.3079584775086505,1.0,0.15397923875432526,1.0
88,2.9226170707406176,3011,88,0,0,0,0.292358803986711,1.0,0.1461794019933555,1.0
86,2.737981534543139,3141,85,0,0,0,0.27070063694267515,0.9883720930232558,0.13535031847133758,0.9883720930232558
86,2.613187481008812,3291,85,0,0,0,0.25835866261398177,0.9883720930232558,0.12917933130699089,0.9883720930232558
87,2.5261324041811846,3444,87,0,0,0,0.25290697674418605,1.0,0.12645348837209303,1.0
91,2.53411306042885,3591,90,1,0,0,0.25069637883008355,0.989010989010989,0.12674094707520892,1.0
91,2.4468943264318366,3719,90,1,0,0,0.24258760107816713,0.989010989010989,0.1224764468371467,1.0
89,2.3104880581516096,3852,88,1,0,0,0.22857142857142856,0.9887640449438202,0.11558441558441558,1.0
88,2.2011005502751377,3998,87,1,0,0,0.21804511278195488,0.9886363636363636,0.11013767209011265,1.0
89,2.1570528356761995,4126,88,1,0,0,0.21359223300970873,0.9887640449438202,0.10787878787878788,1.0
88,2.0676691729323307,4256,87,1,0,0,0.20470588235294118,0.9886363636363636,0.10340775558166862,1.0
93,2.119899703669934,4387,91,2,0,0,0.20776255707762556,0.978494623655914,0.10604332953249715,1.0
99,2.1936627520496343,4513,96,2,0,0,0.21286031042128603,0.9696969696969697,0.10864745011086474,0.98989898989899
96,2.064960206496021,4649,93,3,0,0,0.20043103448275862,0.96875,0.10333692142088267,1.0
102,2.130770837685398,4787,99,3,0,0,0.20711297071129708,0.9705882352941176,0.10658307210031348,1.0
100,2.03334688897926,4918,97,3,0,0,0.1975560081466395,0.97,0.1017293997965412,1.0
98,1.935611297649615,5063,94,3,1,0,0.1857707509881423,0.9591836734693877,0.0958498023715415,0.9897959183673469
105,2.0215633423180592,5194,102,2,1,0,0.19653179190751446,0.9714285714285714,0.1001926782273603,0.9904761904761905
107,2.0135491155438467,5314,105,1,1,0,0.1977401129943503,0.9813084112149533,0.09981167608286252,0.9906542056074766
107,1.963302752293578,5450,105,1,1,0,0.1926605504587156,0.9813084112149533,0.09724770642201835,0.9906542056074766
108,1.9375672766415502,5574,106,1,1,0,0.19030520646319568,0.9814814814814815,0.09605026929982047,0.9907407407407407
105,1.8433988764044944,5696,103,1,1,0,0.18101933216168717,0.9809523809523809,0.0913081650570676,0.9904761904761905
108,1.8467852257181943,5848,106,1,0,0,0.1815068493150685,0.9814814814814815,0.09153122326775022,0.9907407407407407
106,1.7669611601933655,5999,104,1,0,0,0.17362270450751252,0.9811320754716981,0.08757297748123437,0.9905660377358491
105,1.7092625752889465,6143,103,1,0,0,0.16775244299674266,0.9809523809523809,0.08469055374592833,0.9904761904761905
107,1.7008424733746623,6291,105,1,0,0,0.1669316375198728,0.9813084112149533,0.08426073131955485,0.9906542056074766
108,1.677800217492621,6437,106,1,0,0,0.16485225505443235,0.9814814814814815,0.08313908313908314,0.9907407407407407
108,1.6398420892802916,6586,106,1,0,0,0.16109422492401215,0.9814814814814815,0.0812452543659833,0.9907407407407407
104,1.5453194650817237,6730,102,1,0,0,0.1515601783060921,0.9807692307692307,0.07652303120356613,0.9903846153846154
